id;question;ground_truth;source_book;answer;contexts_count;faithfulness;answer_relevancy;context_precision;context_recall;answer_response_time_seconds;answer_input_tokens;answer_output_tokens;answer_total_tokens
Q063;O que é o fator de carga de uma tabela hash e por que ele é usado como critério para redimensionar a tabela?;"O fator de carga mede a proporção entre o número de itens armazenados e o número total de posições no vetor subjacente da tabela hash (por exemplo, 2 itens em 5 posições dá um fator de carga de 2/5). Quando esse valor fica alto, a chance de colisões aumenta e o desempenho piora; por isso, quando ele ultrapassa um certo limiar (uma boa regra prática é 0.7), um vetor maior é criado, normalmente com o dobro do tamanho original, e todos os itens são reinseridos usando a função hash, o que reduz o fator de carga e mantém o tempo médio de execução próximo de O(1).";Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"De acordo com o contexto, o fator de carga de uma tabela hash mede quantos espaços continuam vazios na tabela, contando o número de espaços usados no array de armazenamento. Um fator de carga maior do que 1 indica que existem mais itens do que espaços no array.

Ele é usado como critério para redimensionar a tabela porque, se o fator de carga começar a crescer, a tabela fica muito cheia. Ao redimensionar (adicionar mais espaços, criando um array com o dobro do tamanho original), o fator de carga diminui. Com um fator de carga menor, haverá menos colisões e a tabela terá melhor desempenho. A regra geral indicada no contexto é redimensionar a tabela hash quando o fator de carga for maior do que 0,7.";5;1.0;0.9999996357007631;0.9999999999666667;1.0;13.119602;837;973;1810
Q064;No exemplo com as sub-rotinas S2 (parâmetro por valor) e S3 (parâmetro por referência) do livro de Ascencio et al., o que acontece com as variáveis globais X e Y do programa principal após cada chamada?;Depois da chamada de S2, que recebe X e Y por valor, os valores das variáveis globais permanecem inalterados, pois a sub-rotina modificou apenas cópias locais. Depois da chamada de S3, que recebe os mesmos nomes por referência, as alterações feitas dentro da sub-rotina são refletidas diretamente nas variáveis globais do programa principal, porque elas se comportam como variáveis globais dentro da sub-rotina.;Fundamentos da programação de computadores (Ana Fernanda Gomes Ascencio et al.) [Fundamentals of Computer Programming];A informação não está presente no contexto.;5;1.0;0.0;0.19999999998;0.0;7.835245;1350;573;1923
Q065;No exemplo de Forbellone sobre escopo de variáveis com módulos aninhados, o que acontece quando uma variável K é declarada tanto no início do algoritmo (global) quanto dentro de um módulo interno, com o mesmo nome?;Quando ocorre esse conflito de nomes, o módulo em que a variável foi declarada localmente, assim como os módulos hierarquicamente subordinados a ele, sempre usam a variável local, ignorando a variável global de mesmo nome. Os módulos que não descendem desse módulo continuam a enxergar apenas a variável global original K.;Lógica de programação (André Luiz Villar Forbellone) [Programming Logic];A informação não está presente no contexto.;5;0.0;0.0;0.19999999998;0.0;7.476303;1256;1335;2591
Q066;Segundo Ascencio et al., qual é a diferença entre uma variável local e uma variável global em um algoritmo com sub-rotinas, e o que acontece com cada uma delas ao final da execução?;As variáveis locais são declaradas dentro de uma sub-rotina e só podem ser usadas dentro dela, sendo destruídas (perdendo seu conteúdo) assim que a execução da sub-rotina termina. As variáveis globais são declaradas fora de qualquer sub-rotina e podem ser acessadas por qualquer parte do programa, inclusive pelas sub-rotinas, sendo destruídas somente quando o programa inteiro termina.;Fundamentos da programação de computadores (Ana Fernanda Gomes Ascencio et al.) [Fundamentals of Computer Programming];"Segundo o contexto, a diferença e o que acontece ao final da execução são:

* **Variável global:** É declarada no início do programa principal (ou a partir do ponto onde foi declarada, para baixo), sendo global para as sub-rotinas subsequentes. Ela permanece ocupando a memória do computador o tempo todo em que o programa principal está em execução.
* **Variável local:** É definida e referenciada localmente no contexto de uma sub-rotina (sendo local em relação às sub-rotinas definidas acima do ponto onde ela foi definida). As variáveis locais ocupam a memória do computador apenas enquanto a sub-rotina onde foram criadas está em execução. Terminada a execução, os espaços de memória ocupados por elas são liberados e seu conteúdo é perdido.";5;1.0;0.8392434920986597;0.8055555555287036;1.0;13.149024;1167;1065;2232
Q067;O que é recursão e por que toda função recursiva precisa de um caso base?;Recursão é quando uma função chama a si mesma para resolver um problema, geralmente reduzindo-o a uma versão menor do mesmo problema. Toda função recursiva precisa de um caso base, a situação mais simples em que a função para de chamar a si mesma, porque sem ele as chamadas se repetiriam indefinidamente, resultando em um laço infinito que nunca produz um resultado.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"De acordo com o contexto, a recursão é quando uma função chama a si mesma. 

Toda função recursiva precisa de um caso base porque, devido ao fato de a função chamar a si mesma, é mais fácil escrevê-la erroneamente e acabar em um loop infinito, fazendo com que a função execute para sempre (como no exemplo da contagem regressiva que não para: 3...2...1...0...-1...-2...). O caso base serve justamente para evitar esse problema e encerrar a execução corretamente.";5;0.5714285714285714;0.9763322324414757;0.8333333332916666;1.0;8.228841;845;657;1502
Q068;O que é a 'pilha de chamadas' e como ela se relaciona com a recursão?;"A pilha de chamadas é a estrutura que o computador usa internamente para acompanhar o estado de cada chamada de função que ainda não terminou; cada nova chamada é empilhada no topo e, quando uma função retorna, a sua parte é removida do topo, devolvendo a execução à função anterior. Em funções recursivas, cada chamada recursiva cria uma nova entrada nessa pilha, então uma recursão muito profunda pode consumir muita memória.";Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"Com base no contexto fornecido:

**O que é a pilha de chamadas (call stack)?**
A pilha de chamadas é um conceito em programação onde todas as chamadas de função são gerenciadas e armazenadas. Ela funciona de maneira semelhante a uma pilha de notas adesivas, operando com apenas duas ações:
*   **Push:** inserir um item no topo da pilha.
*   **Pop:** remover e ler o item do topo da pilha.

A pilha de chamadas salva as funções de chamada (completadas até a metade, como um ""monte de caixas"") para serem analisadas, facilitando o rastreamento dessas informações. Cada ativação de subprograma (seja recursiva ou não) cria uma instância de um registro de ativação na pilha, fornecendo as cópias necessárias dos parâmetros, das variáveis locais e do endereço de retorno.

**Como ela se relaciona com a recursão?**
A pilha de chamadas é indispensável para entender a recursão. Como a recursão ocorre quando uma função chama a si mesma, cada nova chamada dessa função recursiva vai para a pilha de chamada. 

Há um custo associado a esse processo: salvar toda essa informação ocupa memória. Cada função de chamada ocupa um pouco de memória na pilha. Portanto, se uma função recursiva ficar executando infinitamente, o computador continuará alocando memória na pilha para cada nova chamada, o que pode fazer com que a pilha fique muito cheia e o computador salve informações para um número excessivo de chamadas de funções. Para resolver pilhas muito cheias, pode-se reescrever o código usando loops ou utilizar a técnica de ""tail recursion"" (recursão de cauda).";5;1.0;0.9016610976858622;0.6791666666496875;1.0;20.752608;922;1513;2435
Q069;Como funciona a função fatorial recursiva e qual é o seu caso base?;A função fatorial recursiva retorna 1 quando o argumento é igual a 1 (esse é o caso base) e, em qualquer outro caso, retorna o próprio argumento multiplicado pelo resultado da chamada recursiva com o argumento menos um. Assim, calcular o fatorial de um número é reduzido repetidamente a calcular o fatorial de um número menor, até que o caso base seja alcançado.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"# Funcionamento da Função Fatorial Recursiva

De acordo com o contexto, a função recursiva FATORIAL() funciona da seguinte forma:

## Mecanismo de Funcionamento

A função efetua a operação **FATORIAL ← FATORIAL(N - 1) * N**, ou seja:

1. **Empilhamento (ida):** Cada instância de chamada da função recursiva FATORIAL() ocorre de forma a **empilhar** cada uma das instâncias da função em operação. A função vai chamando a si mesma com valores decrescentes:
   - FATORIAL(5) → FATORIAL(5-1) * 5
   - FATORIAL(4) → FATORIAL(4-1) * 4
   - FATORIAL(3) → FATORIAL(3-1) * 3
   - FATORIAL(2) → FATORIAL(2-1) * 2
   - FATORIAL(1) → retorna 1

2. **Retorno (volta):** Após atingir o caso base, ocorre a **multiplicação sucessiva** do valor retornado com os valores armazenados na pilha de memória:
   - 1 * 2 = 2 (o valor 1 é destruído na memória)
   - 2 * 3 = 6 (o valor 2 é destruído)
   - 6 * 4 = 24 (o valor 6 é destruído)
   - 24 * 5 = 120 (o valor 24 é destruído, permanecendo apenas 120)

## Caso Base

O caso base ocorre quando o valor de **N é menor ou igual a 1**. Conforme o contexto: *""o conteúdo 1 obtido a partir de 2 - 1 é menor ou igual a 1 e, por esta razão, é atribuído à variável FATORIAL o valor 1""*. Neste caso, a função recursiva FATORIAL() **retorna o valor 1**, encerrando as chamadas recursivas e iniciando o processo de desempilhamento com as multiplicações sucessivas até obter o resultado final (ex.: 120 para o fatorial de 5).";5;1.0;0.7862728757903805;0.99999999998;1.0;5.436573;1357;966;2323
Q070;Ao calcular o fatorial de 3 usando a versão recursiva, o que acontece na pilha de chamadas enquanto a função ainda não retornou nenhum valor?;A pilha de chamadas acumula uma entrada para cada chamada ainda incompleta: primeiro há a chamada com argumento 3 esperando o resultado da chamada com argumento 2, que por sua vez espera o resultado da chamada com argumento 1. Quando essa última chamada atinge o caso base e retorna 1, os valores voltam multiplicando-se em cada nível da pilha até que a chamada original retorne o resultado final, e a pilha se esvazia.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"Com base no contexto, enquanto a função recursiva ainda não retornou nenhum valor, cada instância de chamada da função ocorre de forma a **empilhar cada uma das instâncias da função em operação**. 

Especificamente, durante essa fase de empilhamento (quando a execução alcança a posição 1 na função), a pilha mostra **mais uma ativação da função, com seu valor funcional indefinido**.";5;1.0;0.75210282565064;0.4777777777618519;1.0;17.144306;1128;1432;2560
Q071;Como funciona a busca simples (busca linear) e qual é o seu tempo de execução em notação Big O?;Na busca simples, o algoritmo percorre a lista item por item, do início ao fim, comparando cada elemento até encontrar o valor procurado ou chegar ao fim da lista. No pior caso, todos os n elementos precisam ser verificados, então o seu tempo de execução é O(n), crescendo linearmente com o tamanho da lista.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"Com base no contexto fornecido, a busca simples (também chamada de pesquisa sequencial ou linear) funciona da seguinte maneira: consiste em buscar a informação desejada a partir do primeiro elemento, avançando sequencialmente por cada posição da matriz até chegar ao último elemento. Se ao longo da pesquisa a informação for localizada, ela é apresentada. Caso chegue ao final da matriz sem localizar o elemento, indica que ele não está armazenado na matriz. 

Em relação ao tempo de execução em notação Big O, o contexto destaca a grande diferença entre um tempo de execução **O(n)** e **O(log n)** ao comparar a pesquisa simples com a pesquisa binária (que tem tempo de execução log). Portanto, o texto indica que a busca simples possui tempo de execução **O(n)**.";5;1.0;0.9471005892066365;0.19999999998;1.0;23.239011;1071;1618;2689
Q072;Diferentemente da busca binária, a busca simples exige que a lista esteja ordenada para funcionar?;Não. A busca simples funciona em qualquer lista, ordenada ou não, pois apenas percorre os elementos um a um sem depender de nenhuma organização prévia dos dados. É justamente por não exigir ordenação que ela é mais lenta, O(n), do que a busca binária, O(log n), que só pode ser usada em listas ordenadas.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];A informação não está presente no contexto.;5;0.0;0.0;0.0;0.0;11.562796;1030;620;1650
Q073;Como funciona a busca binária e qual é o seu pré-requisito em relação aos dados?;"A busca binária localiza um elemento em uma lista ordenada comparando o valor procurado com o elemento do meio; se o valor procurado for menor, a busca continua apenas na metade inferior; se for maior, continua na metade superior, repetindo esse processo e descartando metade dos elementos restantes a cada passo. O pré-requisito é que a lista esteja ordenada, já que sem isso não é possível decidir corretamente em qual metade continuar a busca.";Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"De acordo com o contexto fornecido, a busca (ou pesquisa) binária funciona da seguinte maneira:

* **Funcionamento:** Ela utiliza a mesma estratégia de consultar um dicionário ou uma lista telefônica. O método ""divide"" a matriz em duas partes e verifica se a informação a ser pesquisada está na posição central da matriz após a divisão. Se a informação estiver na posição central, ela é apresentada e a busca é encerrada. Caso o elemento central seja diferente do valor pesquisado, o método verifica se a informação está na primeira ou na segunda parte da matriz. Se a informação puder estar na primeira parte, por exemplo, a posição do ponto central até a última posição da segunda parte é desprezada. Devido a essa característica de divisão sucessiva, o volume de dados a ser verificado sempre diminui pela metade.
* **Pré-requisito em relação aos dados:** Os dados da matriz (ou tabela) devem estar **ordenados** antes que a pesquisa binária seja aplicada (o texto menciona explicitamente uma ""matriz unidimensional ordenada"" e inclui um trecho de ordenação prévio no algoritmo de exemplo).";5;1.0;0.9420306585599348;0.4499999999775;1.0;11.793619;1098;1011;2109
Q074;Qual é o tempo de execução da busca binária em notação Big O e por que ela é considerada muito mais rápida que a busca simples em listas grandes?;A busca binária tem tempo de execução O(log n), já que o espaço de busca é cortado pela metade a cada comparação. Isso a torna muito mais rápida que a busca simples, O(n), à medida que a lista cresce: buscar em uma lista de 4 bilhões de elementos levaria cerca de 32 comparações com a busca binária, contra até 4 bilhões de comparações com a busca simples.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"O tempo de execução da busca binária em notação Big O é O(log n). 

Ela é considerada muito mais rápida que a busca simples em listas grandes porque O(log n) é muito mais rápido do que O(n) (tempo de execução da pesquisa simples) quando a lista é grande. Devido a essa grande diferença, a constante dificilmente será relevante na comparação entre os dois algoritmos.";5;1.0;0.9733271805001443;0.7555555555303703;0.0;4.129309;1033;648;1681
Q075;Como funciona o algoritmo de ordenação por seleção?;O algoritmo percorre repetidamente os elementos ainda não ordenados procurando o menor valor entre eles e o move para a próxima posição da lista ordenada resultante. Essa busca pelo menor elemento restante é repetida até que todos os elementos tenham sido selecionados, formando a lista final em ordem crescente.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];A informação não está presente no contexto.;5;1.0;0.0;0.0;0.0;9.61188;919;833;1752
Q076;Qual é o tempo de execução da ordenação por seleção e por que ele continua sendo O(n²) mesmo que o número de elementos verificados a cada passagem diminua?;Encontrar o menor elemento em uma lista custa O(n), e essa operação precisa ser repetida n vezes, uma para cada posição da lista final, resultando em O(n × n), ou seja, O(n²). Mesmo que restem menos elementos a verificar a cada repetição, a notação Big O ignora constantes como a fração média de elementos analisados, então o resultado ainda é expresso como O(n²).;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"De acordo com o contexto, o tempo de execução da ordenação por seleção é **O(n²)**.

Ele continua sendo O(n²) mesmo que o número de elementos verificados diminua a cada passagem porque, na média, você verifica uma lista que tem **½ × n** elementos, o que daria um tempo de execução de O(n × ½ × n). No entanto, as constantes como ½ são ignoradas na notação Big O, fazendo com que o cálculo seja simplificado para O(n × n) ou O(n²). 

Além disso, o contexto explica que verificar cada item da lista tem tempo de execução O(n), e como essa operação precisa ser repetida n vezes, o resultado final é O(n × n), ou seja, O(n²).";5;1.0;0.816198859306494;0.6388888888675925;1.0;13.49321;1001;964;1965
Q077;Como funciona o método de ordenação conhecido como bubble sort?;O bubble sort ordena a lista comparando repetidamente pares de elementos adjacentes e trocando-os sempre que estiverem fora da ordem desejada. Esse processo de comparar e trocar é repetido percorrendo a lista até que nenhuma troca seja mais necessária, ou seja, até que todos os elementos estejam ordenados.;Lógica de programação (André Luiz Villar Forbellone) [Programming Logic];"De acordo com o contexto, o método de bolhas (Bubble Sort) funciona da seguinte maneira:

- Ele consiste em comparar dois elementos a cada vez. Se o valor do primeiro elemento for maior que o do segundo, eles trocam de posição.
- Essa operação é repetida para o próximo elemento até o fim da lista.
- Como o método exige que a lista seja percorrida várias vezes, ele utiliza um marcador (a variável `trocou`) para verificar se houve alguma troca de elementos; se nenhuma troca ocorrer, significa que a lista já está ordenada e o processo é interrompido.
- O método possui a propriedade de posicionar o maior elemento na última posição da lista (sua posição correta) a cada passagem completa. Isso permite eliminar a verificação do último elemento a cada nova passagem, decrementando a variável `fim` que marca a quantidade de elementos a serem analisados.";5;1.0;0.8726359352415866;0.6999999999766667;1.0;19.58134;1057;973;2030
Q078;Qual é a diferença de estratégia entre a ordenação por seleção direta e o bubble sort?;"Na seleção direta, o algoritmo procura o menor elemento entre os restantes e o troca diretamente para a posição correta, repetindo o processo para as posições seguintes. No bubble sort, por outro lado, não há busca pelo menor elemento; em vez disso, o algoritmo compara pares de elementos vizinhos e os troca quando estão fora de ordem, fazendo com que os maiores valores se desloquem gradualmente para o fim da lista a cada passagem completa.";Lógica de programação (André Luiz Villar Forbellone) [Programming Logic];A informação não está presente no contexto.;5;1.0;0.0;0.249999999975;0.5;9.142351;1030;743;1773
Q079;Como o quicksort aplica a estratégia de dividir para conquistar para ordenar um vetor?;O quicksort escolhe um elemento do vetor como pivô e particiona o restante em dois subvetores: um com os elementos menores que o pivô e outro com os maiores. Em seguida, aplica recursivamente o mesmo processo a cada subvetor até chegar ao caso base, que são vetores vazios ou com um único elemento, e a combinação final é feita juntando o subvetor menor, o pivô e o subvetor maior, produzindo uma lista ordenada.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"De acordo com o contexto, o quicksort aplica a estratégia de dividir para conquistar através dos seguintes passos:

1. **Escolher um pivô.**
2. **Particionar o array em dois subarrays**, separando os elementos entre os que são menores do que o pivô (array esquerdo) e os que são maiores do que o pivô (array direito).
3. **Executar o quicksort recursivamente em ambos os subarrays**. O caso-base do algoritmo consegue ordenar arrays de dois elementos e arrays vazios, permitindo que a recursão resolva os subarrays.
4. **Combinar os resultados** dos subarrays já ordenados no formato: *array esquerdo + pivô + array direito*, o que resulta em um array totalmente ordenado. 

Assim, não importa qual pivô seja escolhido, a partição sempre gerará subarrays menores que poderão ser ordenados recursivamente até atingirem o caso-base e, por fim, combinados.";5;0.9285714285714286;0.8937275047100887;0.8041666666465626;1.0;11.454798;841;986;1827
Q080;Por que o quicksort costuma ser mais rápido que o merge sort na prática, mesmo que ambos tenham o mesmo tempo médio de execução de O(n log n)?;Embora ambos tenham tempo médio de execução O(n log n), o quicksort tem uma constante multiplicativa menor que a do merge sort, e essa constante, normalmente ignorada na notação Big O, passa a importar quando dois algoritmos compartilham a mesma ordem de crescimento. Além disso, na prática o quicksort tende a se comportar mais perto do seu caso médio com mais frequência do que do seu pior caso, O(n²), o que o torna mais rápido na maioria das situações do mundo real.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];Porque o quicksort tem uma constante menor que a merge sort. Como o contexto explica, embora ambos tenham tempo de execução O(n log n), a constante (que às vezes pode fazer diferença) favorece o quicksort, fazendo com que ele acabe sendo mais rápido. Além disso, o quicksort funciona mais vezes no caso médio do que no pior caso, o que contribui para seu melhor desempenho na prática.;5;1.0;0.9053273242312462;0.7555555555303703;1.0;2.334959;935;96;1031
Q081;O que a notação Big O representa e por que ela não mede o tempo de execução de um algoritmo em segundos?;A notação Big O expressa como o tempo de execução de um algoritmo cresce à medida que o tamanho da entrada aumenta, e não um tempo medido em segundos, já que a velocidade real depende do hardware usado. Por isso, o Big O foca na taxa de crescimento — por exemplo, O(n) significa que o tempo cresce linearmente com o número de elementos — permitindo comparar algoritmos independentemente da máquina em que são executados.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"De acordo com o contexto:

**O que a notação Big O representa:**
- O tempo de execução dos algoritmos é expresso na notação Big O.
- Ela representa o **crescimento** do tempo de execução de um algoritmo, ou seja, como o tempo de execução se comporta conforme o número de elementos aumenta. Por exemplo, o contexto indica que O(log n) é mais rápido do que O(n) e fica ainda mais rápido conforme os elementos da lista aumentam.

**Por que não mede o tempo em segundos:**
- A rapidez de um algoritmo **não é medida em segundos**.
- O tempo de execução de um algoritmo é medido por meio de seu **crescimento**, e não por um tempo fixo.

Além disso, o contexto reforça que, na notação Big O, constantes (como 10 milissegundos ou ½) são normalmente ignoradas, pois não fazem diferença no final quando dois algoritmos têm tempos de execução Big O diferentes — como no exemplo da pesquisa simples versus pesquisa binária, em que, mesmo com constantes diferentes, a pesquisa binária continuou muito mais rápida ao buscar em uma lista de 4 bilhões de elementos.";5;1.0;0.9527027760273982;0.94999999997625;0.8333333333333334;4.938093;1091;657;1748
Q082;Por que a constante que acompanha o tempo de execução de um algoritmo costuma ser ignorada na notação Big O, mas em alguns casos pode fazer diferença?;A constante costuma ser ignorada porque, quando dois algoritmos têm ordens de crescimento diferentes em notação Big O, como O(n) versus O(log n), essa diferença de crescimento é muito mais decisiva do que qualquer constante, especialmente para entradas grandes. No entanto, quando dois algoritmos compartilham a mesma notação Big O, como o quicksort e o merge sort, ambos O(n log n), a constante passa a fazer diferença prática, e é por isso que o quicksort tende a ser mais rápido que o merge sort no uso cotidiano.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"A resposta está presente no contexto. Segundo o texto:

**Por que a constante costuma ser ignorada:**

Normalmente a constante é ignorada porque, caso dois algoritmos tenham tempos de execução Big O **diferentes**, a constante não importará. O contexto usa o exemplo da pesquisa binária e da pesquisa simples: mesmo que alguém pense ""Nossa! A pesquisa simples contém uma constante de 10 milissegundos, enquanto a pesquisa binária contém uma constante de um segundo. A pesquisa simples é muito mais rápida!"", ao realizar uma busca em uma lista com 4 bilhões de elementos, a pesquisa binária continua sendo muito mais rápida. Ou seja, a constante não causou diferença alguma no final das contas. Além disso, constantes como ½ também são simplesmente ignoradas na notação Big O (por isso escreve-se apenas O(n × n) ou O(n²) em vez de O(n × ½ × n)).

**Quando a constante pode fazer diferença:**

A constante pode fazer diferença quando dois algoritmos têm tempos de execução Big O **iguais**. O exemplo dado é o quicksort comparado ao merge sort: o quicksort tem uma constante menor do que o merge sort e, como ambos têm tempo de execução O(n log n), o quicksort acaba sendo mais rápido. O contexto acrescenta ainda que, na prática, o quicksort é mais rápido porque funciona mais vezes no caso médio do que no pior caso.";5;0.9411764705882353;0.8373596941800837;0.8333333332916666;1.0;5.354808;1027;781;1808
Q083;O que caracteriza a estrutura de dados pilha e quais são as suas duas operações básicas?;Uma pilha é uma estrutura de dados LIFO (Last In, First Out), em que o último elemento inserido é sempre o primeiro a ser removido. Suas duas operações básicas são push, que insere um elemento no topo da pilha, e pop, que remove e lê o elemento do topo.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"Conforme o contexto fornecido:

**Caracterização da estrutura de dados pilha:**
A pilha é uma estrutura de dados amplamente aplicável que armazena algum número de elementos de dados e **só permite acesso ao elemento em uma de suas extremidades: o topo**.

**As duas operações básicas:**

1. **push(stack, element)** — Insere o elemento especificado na pilha especificada;
2. **pop(stack)** — Remove o elemento do topo da pilha especificada.

O contexto também menciona outras operações associadas ao tipo abstrato pilha, como **create** (cria e possivelmente inicializa um objeto pilha), **destroy** (libera o armazenamento), **empty** (predicado booleano que retorna verdadeiro se a pilha está vazia) e **top** (retorna uma cópia do elemento do topo), porém as operações básicas de manipulação são o empilhamento (push) e o desempilhamento (pop).";5;0.9166666666666666;0.9796140920490983;0.4777777777618519;0.5;23.608059;1104;537;1641
Q085;O que caracteriza a estrutura de dados fila e quais são as suas duas operações básicas?;Uma fila é uma estrutura de dados FIFO (First In, First Out), em que o primeiro elemento inserido é o primeiro a ser removido, assim como uma fila de pessoas. Suas duas operações básicas são enqueue, que insere um elemento no fim da fila, e dequeue, que remove e lê o elemento da frente dela.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"## Resposta

**Caracterização da estrutura de dados fila:**

De acordo com o contexto, a fila é uma estrutura de dados que:

- **Armazena um elemento após o outro**, de forma que o primeiro elemento armazenado na fila seja o primeiro elemento a ser retirado;
- **Possui início e fim**;
- **Funciona exatamente como uma fila da vida real**;
- Após a remoção de um elemento da fila (que é sempre o **primeiro elemento**), os elementos subsequentes são **reposicionados uma posição à frente**, de maneira que o próximo elemento assuma a posição do elemento retirado, abrindo uma nova posição de inserção no final da fila.

**As duas operações básicas:**

1. **Inserir / Entrar na fila** (inserção de um elemento no final da fila);
2. **Remover / Sair da fila** (remoção do primeiro elemento da fila para atendimento).";5;0.7857142857142857;0.8490433580290814;0.9166666666361111;0.5;7.608818;868;938;1806
Q086;Por que a busca em largura em um grafo usa uma fila, em vez de uma pilha, para guardar os elementos a serem verificados?;"A busca em largura precisa verificar as conexões na mesma ordem em que foram adicionadas à lista de busca, garantindo que as conexões de primeiro grau sejam verificadas antes das de segundo grau, o que é essencial para encontrar o caminho mais curto. Como uma fila é FIFO, ela preserva essa ordem de chegada; uma pilha, sendo LIFO, inverteria a ordem e faria o algoritmo verificar primeiro os elementos adicionados mais recentemente, o que não garantiria encontrar o caminho mais curto.";Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"A informação não está presente no contexto.

O contexto apenas define o que é uma fila (estrutura FIFO – First In, First Out) e o que é uma pilha (estrutura LIFO – Last In, First Out), e menciona que a pesquisa em largura encontra o menor caminho entre dois objetos, mas não explica o motivo pelo qual a fila é utilizada em vez da pilha no algoritmo.";5;0.8;0.0;0.6388888888675925;0.5;10.385185;849;493;1342
Q087;O que é uma função hash e como ela permite que uma tabela hash encontre um valor com tempo de execução O(1)?;Uma função hash recebe uma chave (como uma cadeia de caracteres) e retorna consistentemente o mesmo número para a mesma entrada, mapeando essa chave para uma posição em um vetor subjacente. Como a tabela hash usa esse número como índice direto no vetor, ela acessa o valor associado à chave imediatamente, sem precisar percorrer os demais elementos, o que garante tempo de execução O(1) mesmo à medida que o número de itens armazenados aumenta.;Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"Uma função hash é uma função que recebe uma string (ou chave) e retorna o número do slot (espaço) no array onde aquele valor deve ser armazenado. Segundo o contexto, idealmente uma boa função hash mapeia as chaves de maneira simétrica por toda a tabela, criando poucas colisões e distribuição ampla.

Como ela permite busca em O(1):

1. Você usa a função hash para informar em qual espaço do array o valor deve ser inserido;
2. Você coloca o valor naquele espaço;
3. Quando quiser saber o valor de uma chave, basta utilizar a função hash novamente — ela calculará diretamente a posição onde o valor está armazenado, retornando o resultado em tempo de execução O(1).

Ou seja, não é preciso percorrer o array (como na pesquisa simples, que tem tempo linear); a função hash aponta diretamente para o local do valor, o que caracteriza o tempo constante: um tempo que se mantém sempre o mesmo, independentemente de quão grande a tabela hash seja.";5;1.0;0.8445007255474835;0.3333333333;1.0;2.163321;863;233;1096
Q088;O que é uma colisão em uma tabela hash e qual é a solução mais simples para resolvê-la?;"Uma colisão ocorre quando a função hash mapeia duas chaves diferentes para a mesma posição do vetor subjacente da tabela, fazendo com que um valor sobrescreva o outro. A solução mais simples é, quando várias chaves caem na mesma posição, iniciar ali uma lista encadeada contendo todos os itens daquela posição; a busca por uma chave específica então percorre essa pequena lista em vez do vetor inteiro, desde que a função hash seja boa o suficiente para manter essas listas curtas.";Entendendo Algoritmos (Aditya Y. Bhargava) [Grokking Algorithms];"**A informação não está presente no contexto.**

O contexto fornecido menciona que as colisões são problemas, que uma boa função hash as minimiza e como evitá-las (por meio de um baixo fator de carga e de uma boa função hash), além de fazer referência a listas encadeadas que podem ficar muito longas. Porém, ele **não define** o que é uma colisão e **não apresenta** qual seria a solução mais simples para resolvê-la — o trecho em que isso seria explicado está justamente interrompido (""...precisa primeiro entender o que"").";5;1.0;0.0;0.3333333333;0.0;23.237371;949;1455;2404
